メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備,グレード,,,,排気量
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,52,MQP30A,4 - きれい,140 ～ 143,2025年08月,Ｓ,3000,8.9,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,68,MG30A,4 - きれい,128 ～ 132,2025年08月,,3000,8.2,白,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,45,MLE30E,5 - すごくきれい,365 ～ 370,2025年08月,Ｓグランスポーツ,3000,8.4,黒,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,77,MG30B,5 - すごくきれい,146 ～ 150,2025年08月,ベースグレード,3000,,白,AC AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,10,MGTA,4 - きれい,312 ～ 318,2025年08月,Ｓ,4700,,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2017,ＡＴ,15,MGTA1,5 - すごくきれい,615 ～ 619,2025年08月,,4700,7.11,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2022,ＡＴ,25,MLE20,5 - すごくきれい,499 ～ 504,2025年08月,ガンＭ,2000,,,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2018,ＡＴ,50,MQP30A,5 - すごくきれい,366 ～ 370,2025年08月,Ｓ グランスポーツ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,82,MG30B,4 - きれい,171 ～ 176,2025年08月,ベースグレード,3000,8.10,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,33,MG30AA,4 - きれい,213 ～ 219,2025年08月,Ｓ Ｑ４,3000,,黒,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,42,MG30C,5 - すごくきれい,209 ～ 214,2025年08月,ベースグレード,3000,8.7,白,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,2,MC30,5 - すごくきれい,1728 ～ 1733,2025年08月,ベースグレード,3000,,グレー,AC NV TV AW 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2015,ＡＴ,26,MGCS1,5 - すごくきれい,674 ～ 679,2025年08月,スポーツ,4700,8.4,赤,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,85,MLE30A,4 - きれい,227 ～ 230,2025年08月,ベースグレード,3000,,白,AC NV TV SR,,,,,
マセラティ,ギブリ 4D 2WD,2019,ＡＴ,10,MG30A,5 - すごくきれい,492 ～ 496,2025年08月,Ｓ グランスポーツ,3000,,白,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,72,MLE30D,5 - すごくきれい,263 ～ 267,2025年08月,ベースグレード,3000,8.5,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,27,MLE30A,5 - すごくきれい,448 ～ 453,2025年08月,ベースグレード,3000,8.2,黒,AC SR 革,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,8,MGR20C,5 - すごくきれい,630 ～ 634,2025年08月,,2000,,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,92,MG30B,4 - きれい,116 ～ 120,2025年08月,ベースグレード,3000,,白,AC 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,44,MQP38A,5 - すごくきれい,245 ～ 250,2025年08月,ＧＴ Ｓ,3800,8.12,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,31,MG30B,5 - すごくきれい,236 ～ 239,2025年08月,ベースグレード,3000,8.12,パール,AC NV TV AW SR 革,,,,,
マセラティ,３２００ＧＴ クーペ 2WD,2001,ＡＴ,45,338,4 - きれい,137 ～ 141,2025年08月,ベースグレード,3200,,ゴールド,AC NV TV AW SR 革,,,,,
マセラティ,２２２ クーペ 2WD,2002,ＡＴ,28,3 - 普通,83 ～ 87,nan,2025年08月,４Ｖ,2800,8.10,赤,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,997,MLE30A,1 - 改造車,59 ～ 62,2025年08月,ベースグレード,3000,,黒,AC,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2015,ＡＴ,37,MGTA1,5 - すごくきれい,449 ～ 453,2025年08月,スポーツ ＭＣオートシフト,4700,9.7,白,AC AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,56,MLE30D,5 - すごくきれい,262 ～ 267,2025年08月,ベースグレード,3000,,白,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,104,MLE30D,4 - きれい,232 ～ 234,2025年08月,ベースグレード,3000,7.12,白,AC NV TV AW SR,,,,,
マセラティ,グランカブリオ オープン 2WD,2018,ＡＴ,10,MGCS1,5 - すごくきれい,803 ～ 807,2025年08月,スポーツ,4700,,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,8,MG38,4 - きれい,765 ～ 767,2025年08月,トロフェオ,3800,,黒,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,23,MG30C,5 - すごくきれい,452 ～ 458,2025年08月,グランスポーツ,3000,9.5,白,AC NV TV SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2015,ＡＴ,26,MGTA1,5 - すごくきれい,470 ～ 472,2025年08月,スポーツ,4700,9.2,白,AC AW,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,57,MLE30E,5 - すごくきれい,288 ～ 293,2025年08月,Ｓグランスポーツ,3000,,黒,AC NV TV SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,93,MLE30A,4 - きれい,259 ～ 262,2025年08月,グランスポーツ,3000,8.12,白,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,87,MG30A,4 - きれい,104 ～ 108,2025年08月,Ｓ,3000,,茶,AC 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,74,MLE30E,5 - すごくきれい,270 ～ 276,2025年08月,Ｓ,3000,,黒,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,26,MG30A,5 - すごくきれい,232 ～ 237,2025年08月,Ｓ,3000,8.12,白,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,45,MG30A,5 - すごくきれい,138 ～ 141,2025年08月,Ｓ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,21,MLE30E,5 - すごくきれい,296 ～ 298,2025年08月,Ｓ,3000,8.5,白,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,13,MQP30C,5 - すごくきれい,262 ～ 267,2025年08月,ベースグレード,3000,7.11,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2021,ＡＴ,38,MQP30A,5 - すごくきれい,332 ～ 336,2025年08月,Ｓ グランルッソ,3000,8.6,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,5,MC30,5 - すごくきれい,1953 ～ 1959,2025年08月,ベースグレード,3000,7.11,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,19,MQP30A,5 - すごくきれい,181 ～ 186,2025年08月,Ｓ,3000,8.2,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,113,MLE30A,4 - きれい,188 ～ 191,2025年08月,ベースグレード,3000,,白,AC AW 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2016,ＡＴ,41,MGTA1,4 - きれい,427 ～ 432,2025年08月,スポーツ ＭＣオートシフト,4700,,黒,AC 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,53,MLE30D,-1 - 修復歴あり,250 ～ 253,2025年08月,ベースグレード,3000,8.3,黒,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2005,ＡＴ,997,MQP,3 - 普通,23 ～ 28,2025年08月,ベースグレード,4200,,黒,AC AW SR,,,,,
マセラティ,ギブリ 2WD,2022,ＡＴ,10,MG20,5 - すごくきれい,361 ～ 363,2025年08月,,2000,,グレー,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,54,MG30A,5 - すごくきれい,178 ～ 181,2025年08月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2025,ＡＴ,4,MGR20A,5 - すごくきれい,739 ～ 744,2025年08月,モデナ,2000,10.2,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,9,MGR20A,5 - すごくきれい,605 ～ 610,2025年08月,,2000,8.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,14,MGR30,5 - すごくきれい,900 ～ 903,2025年08月,トロフェオ,3000,8.4,グレー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,20,MLE30E,5 - すごくきれい,382 ～ 386,2025年08月,Ｓグランスポーツ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,93,MG30B,4 - きれい,96 ～ 100,2025年08月,ベースグレード,3000,,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2021,ＡＴ,60,MLE30,5 - すごくきれい,372 ～ 375,2025年08月,,3000,8.6,白,AC NV TV SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,16,MLE30D,5 - すごくきれい,418 ～ 421,2025年08月,グランスポーツ,3000,8.3,白,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,57,MLE30A,5 - すごくきれい,276 ～ 281,2025年08月,ベースグレード,3000,9.7,黒,AC NV TV,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,13,MG38,5 - すごくきれい,886 ～ 890,2025年08月,トロフェオ,3800,8.11,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,52,MG30A,4 - きれい,214 ～ 218,2025年08月,Ｓ,3000,8.5,白,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,74,MG30A,4 - きれい,124 ～ 128,2025年08月,Ｓ,3000,9.6,黒,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,69,MG30B,5 - すごくきれい,138 ～ 142,2025年08月,ベースグレード,3000,7.8,白,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,68,MGTA,4 - きれい,199 ～ 203,2025年08月,Ｓ,4700,8.6,黒,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2012,ＡＴ,155,MQPG,3 - 普通,106 ～ 108,2025年08月,スポーツＧＴ Ｓ,4700,9.2,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,33,MG30A,3 - 普通,163 ～ 167,2025年08月,Ｓ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,17,MGR20C,5 - すごくきれい,571 ～ 575,2025年08月,ＧＴ,2000,8.9,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,80,MLE30E,4 - きれい,314 ～ 316,2025年08月,Ｓグランスポーツ,3000,9.4,白,AC AW,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,99,MLE30A,5 - すごくきれい,234 ～ 238,2025年08月,グランスポーツ,3000,7.12,パール,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,11,MG20,4 - きれい,311 ～ 314,2025年08月,ＧＴハイブリッド,2000,,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,10,MLE30D,5 - すごくきれい,484 ～ 487,2025年08月,グランスポーツ,3000,8.9,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,85,MLE30E,4 - きれい,257 ～ 260,2025年08月,Ｓ,3000,7.7,黒,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,80,MG30A,3 - 普通,109 ～ 114,2025年08月,Ｓ,3000,,黒,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,81,MG30A,4 - きれい,148 ～ 154,2025年08月,Ｓ,3000,8.5,白,AC NV TV AW,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,29,MG30B,5 - すごくきれい,248 ～ 251,2025年08月,ベースグレード,3000,9.1,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,65,MQP,4 - きれい,152 ～ 156,2025年08月,スポーツＧＴ Ｓ,4200,,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,69,MG30B,4 - きれい,183 ～ 185,2025年08月,ベースグレード,3000,9.8,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,72,MLE30E,5 - すごくきれい,243 ～ 246,2025年08月,Ｓ,3000,8.10,白,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,106,MG30D,4 - きれい,113 ～ 115,2025年07月,ベースグレード,3000,8.4,グレー,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,18,MG30A,5 - すごくきれい,405 ～ 407,2025年07月,Ｓ,3000,,白,AC NV TV 革,,,,,
マセラティ,ギブリ 4D 4WD,2015,ＡＴ,53,MG30AA,5 - すごくきれい,218 ～ 223,2025年07月,Ｓ Ｑ４,3000,,白,AC AW SR 革,,,,,
マセラティ,クアトロポルテ 2WD,2017,ＡＴ,46,MQP30A,4 - きれい,260 ～ 264,2025年07月,,3000,8.4,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,32,MG30A,5 - すごくきれい,388 ～ 392,2025年07月,Ｓ グランスポーツ,3000,8.1,黒,AC AW,,,,,
マセラティ,クアトロポルテ 2WD,2012,ＡＴ,12,MQPG,4 - きれい,499 ～ 504,2025年07月,,4700,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2016,ＡＴ,38,MLE30E,5 - すごくきれい,339 ～ 342,2025年07月,Ｓ,3000,8.12,白,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2015,ＡＴ,41,MGCS1,5 - すごくきれい,565 ～ 570,2025年07月,スポーツ,4700,8.10,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2005,ＡＴ,996,MQP,3 - 普通,21 ～ 25,2025年07月,ベースグレード,4200,,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2023,ＡＴ,7,MG20,5 - すごくきれい,463 ～ 469,2025年07月,,2000,8.9,グレー,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2012,ＡＴ,24,MGC,4 - きれい,427 ～ 431,2025年07月,ベースグレード,4700,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,63,MG30B,4 - きれい,105 ～ 110,2025年07月,ベースグレード,3000,,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,86,MQP,-1 - 修復歴あり,21 ～ 27,2025年07月,ベースグレード,4200,,グレー,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2020,ＡＴ,12,MGTA1,5 - すごくきれい,1012 ～ 1018,2025年07月,ＭＣ,4700,7.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,9,5 - すごくきれい,907 ～ 909,nan,2025年07月,トロフェオ,3000,9.1,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,89,MQP30A,4 - きれい,93 ～ 97,2025年07月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,27,MG30B,4 - きれい,177 ～ 180,2025年07月,ベースグレード,3000,8.7,赤,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,65,MQP,4 - きれい,33 ～ 37,2025年07月,,4200,,白,AC,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,43,MLE30E,5 - すごくきれい,302 ～ 305,2025年07月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2025,ＡＴ,1,MLE20,5 - すごくきれい,582 ～ 586,2025年07月,ＧＴハイブリッド,2000,10.5,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,16,MG20,5 - すごくきれい,578 ～ 582,2025年07月,ＧＴネロ インフィニート,2000,7.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,14,MG30AA,5 - すごくきれい,229 ～ 231,2025年07月,Ｓ Ｑ４,3000,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,89,MLE30D,5 - すごくきれい,270 ～ 273,2025年07月,グランスポーツ,3000,,,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,32,MGTA1,5 - すごくきれい,445 ～ 450,2025年07月,,4700,,青,AC AW 革,,,,,
マセラティ,グランスポーツ クーペ 2WD,2007,ＡＴ,40,MGS,4 - きれい,295 ～ 297,2025年07月,ベースグレード,4200,,,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,43,MLE30D,5 - すごくきれい,256 ～ 262,2025年07月,ベースグレード,3000,7.10,黒,AC NV TV AW,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,68,MG30B,5 - すごくきれい,187 ～ 191,2025年07月,ベースグレード,3000,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,62,MQP30A,5 - すごくきれい,168 ～ 170,2025年07月,Ｓ,3000,,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,71,MQP,5 - すごくきれい,44 ～ 49,2025年07月,スポーツＧＴ,4200,8.7,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2018,ＡＴ,67,MLE30E,4 - きれい,270 ～ 275,2025年07月,,3000,8.2,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,17,MGR20C,5 - すごくきれい,535 ～ 539,2025年07月,,2000,7.11,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 2WD,2008,ＡＴ,62,MQP,3 - 普通,22 ～ 24,2025年07月,,4200,,白,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,64,MG30A,4 - きれい,174 ～ 177,2025年07月,Ｓ,3000,9.1,パール,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2016,ＡＴ,10,MGTS2,5 - すごくきれい,532 ～ 534,2025年07月,スポーツ ＭＣシフト,4700,,白,AC AW 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,27,MGTS,5 - すごくきれい,314 ～ 318,2025年07月,Ｓ,4700,,黒,AC 革,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,25,MGR20A,5 - すごくきれい,546 ～ 551,2025年07月,,2000,8.3,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,43,MLE30D,5 - すごくきれい,305 ～ 309,2025年07月,ベースグレード,3000,8.2,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,33,MLE30E,5 - すごくきれい,430 ～ 435,2025年07月,Ｓグランスポーツ,3000,,黒,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,31,MG30A,5 - すごくきれい,218 ～ 222,2025年07月,Ｓ,3000,7.12,黒,AC NV TV AW 革,,,,,
マセラティ,グレカーレ 4WD,2024,ＡＴ,1,MGR20C,5 - すごくきれい,731 ～ 735,2025年07月,,2000,9.7,グレー,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 2WD,2004,ＡＴ,83,MQP,4 - きれい,33 ～ 37,2025年07月,,4200,,パール,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2013,ＡＴ,74,MGTA1,5 - すごくきれい,258 ～ 263,2025年07月,スポーツ ＭＣオートシフト,4700,8.10,パール,AC AW 革,,,,,
マセラティ,ギブリ 2WD,2021,ＡＴ,11,MG30,5 - すごくきれい,528 ～ 531,2025年07月,,3000,8.9,青,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2022,ＡＴ,18,MQP30,5 - すごくきれい,708 ～ 713,2025年07月,モデナ,3000,,グレー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,35,MLE30D,4 - きれい,306 ～ 310,2025年07月,ベースグレード,3000,7.11,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,77,MG30A,5 - すごくきれい,165 ～ 169,2025年07月,Ｓ,3000,8.3,白,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ 2WD,2018,ＡＴ,32,MGTA1,5 - すごくきれい,575 ～ 578,2025年07月,,4700,7.10,黒,AC NV TV 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,68,MG30A,4 - きれい,134 ～ 140,2025年07月,Ｓ,3000,8.7,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,55,MG30A,5 - すごくきれい,264 ～ 269,2025年07月,Ｓ グランルッソ,3000,7.7,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,52,MG30A,5 - すごくきれい,176 ～ 179,2025年07月,Ｓ,3000,7.7,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,16,MG20,5 - すごくきれい,401 ～ 405,2025年07月,ハイブリッド グランスポーツ,2000,8.9,青,AC NV TV AW 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2015,ＡＴ,37,MGCS1,5 - すごくきれい,533 ～ 537,2025年07月,スポーツ,4700,8.5,青,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,2,MC30,5 - すごくきれい,1898 ～ 1903,2025年07月,ベースグレード,3000,7.10,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,28,MLE30D,5 - すごくきれい,354 ～ 359,2025年07月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,1,MC30,5 - すごくきれい,1738 ～ 1744,2025年07月,ベースグレード,3000,7.11,黒,AC NV TV AW 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,13,MGR20A,5 - すごくきれい,614 ～ 618,2025年07月,モデナ,2000,8.8,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,35,MG30AA,5 - すごくきれい,227 ～ 232,2025年07月,Ｓ Ｑ４,3000,9.5,青,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,63,MQP,4 - きれい,78 ～ 80,2025年07月,スポーツＧＴ,4200,7.9,黒,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2019,ＡＴ,34,MG30A,5 - すごくきれい,390 ～ 396,2025年07月,Ｓ グランルッソ,3000,8.9,紺,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,80,MG30A,5 - すごくきれい,180 ～ 183,2025年07月,Ｓ,3000,8.3,白,AC NV TV AW 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,8,MGR20C,5 - すごくきれい,600 ～ 603,2025年07月,ＧＴ,2000,8.9,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,43,MG30B,3 - 普通,171 ～ 176,2025年07月,ベースグレード,3000,,白,AC AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,19,MLE30E,5 - すごくきれい,539 ～ 542,2025年07月,Ｓグランスポーツ,3000,8.6,茶,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,72,MQP30A,5 - すごくきれい,141 ～ 145,2025年07月,Ｓ,3000,8.5,青,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,21,MGTA1,4 - きれい,442 ～ 446,2025年07月,スポーツ ＭＣオートシフト,4700,8.1,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,69,MG30A,5 - すごくきれい,179 ～ 182,2025年07月,Ｓ,3000,8.1,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,13,MQP30C,5 - すごくきれい,287 ～ 291,2025年07月,ベースグレード,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,96,MLE30D,5 - すごくきれい,273 ～ 277,2025年07月,グランスポーツ,3000,8.6,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,4,MG38,5 - すごくきれい,972 ～ 977,2025年07月,トロフェオ,3800,8.12,パール,AC NV TV AW SR,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,59,MQP30A,5 - すごくきれい,148 ～ 152,2025年07月,Ｓ,3000,,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,53,MG30C,4 - きれい,173 ～ 177,2025年07月,ベースグレード,3000,8.9,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,22,MLE30D,5 - すごくきれい,460 ～ 464,2025年07月,グランスポーツ,3000,8.12,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,62,MG30B,5 - すごくきれい,157 ～ 161,2025年07月,ベースグレード,3000,,白,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,46,MG30A,5 - すごくきれい,175 ～ 181,2025年07月,Ｓ,3000,,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,64,MQP30A,4 - きれい,172 ～ 175,2025年07月,Ｓ,3000,7.8,黒,AC NV TV AW SR 革,,,,,
